answer,time_for_answer,image_id,image_displayed,cued_recall_round,mouse_norm_pos,image_norm_pos,euclidean_dist,ID,participant,age,sex,preferred language,time,set,session,version,netstation,experimenter,date,screen,experiment_window,show_tile_numbers,image_pairs,nrows,ncols,sounds_played,ISI,pausetime_after_img1,pausetime_after_img2,
0,8623.06,5,fisch1.bmp,1,[ 0.21481481 -0.34666667],[ 0.5 -0.4],0.29012934062854256,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1960.3,14,schlaeger1.bmp,1,[ 0.68703704 -0.68      ],[ 0.83333333 -0.8       ],0.18921576654711875,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,3019.96,6,hammer1.bmp,1,[-0.72592593 -0.76      ],[-0.83333333 -0.8       ],0.11461392221707098,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3455.28,12,reifen1.bmp,1,[-0.48888889  0.44      ],[-0.83333333  0.4       ],0.3467592468970972,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2657.45,1,auto1.bmp,1,[0.67222222 0.40444444],[0.83333333 0.4       ],0.16117240213472198,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,7353.87,3,eis1.bmp,1,[ 0.44444444 -0.74888889],[0.83333333 0.        ],0.8438418902866042,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1561.78,7,hund1.bmp,1,[-0.11851852  0.34444444],[-0.16666667  0.4       ],0.07351641941214529,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2302.49,11,pinguin1.bmp,1,[0.1462963  0.09555556],[0.16666667 0.        ],0.09770269283165602,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1197.21,10,pferd1.bmp,1,[-0.06296296  0.05333333],[-0.16666667  0.        ],0.11661433276535954,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,2334.39,2,blume1.bmp,1,[-0.40740741 -0.02444444],[-0.83333333 -0.4       ],0.5678510981626251,5GCA,2.00,00.00,female,English,evening,set-1,1,adults,ignore,andrea,20260508,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
