answer,time_for_answer,image_id,image_displayed,cued_recall_round,mouse_norm_pos,image_norm_pos,euclidean_dist,ID,participant,age,sex,preferred language,time,set,session,version,netstation,experimenter,date,screen,experiment_window,show_tile_numbers,image_pairs,nrows,ncols,sounds_played,ISI,pausetime_after_img1,pausetime_after_img2,
0,9119.99,2,blume1.bmp,1,[-0.86296296  0.36666667],[-0.83333333 -0.4       ],0.7672390062619123,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,6638.43,0,apfel1.bmp,1,[0.24444444 0.08666667],[ 0.16666667 -0.4       ],0.49284259876809944,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,13979.24,13,schale1.bmp,1,[ 0.39444444 -0.72444444],[ 0.16666667 -0.8       ],0.23998199520941435,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2053.45,3,eis1.bmp,1,[0.93703704 0.09333333],[0.83333333 0.        ],0.13951906419187546,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,9679.1,9,klammer1.bmp,1,[ 0.59259259 -0.03555556],[0.5 0. ],0.09918460431882563,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,10802.79,11,pinguin1.bmp,1,[-0.84259259  0.33333333],[0.16666667 0.        ],1.062880691099269,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,5215.36,8,kerze1.bmp,1,[-0.47962963 -0.84222222],[-0.5 -0.4],0.4426911404310984,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,5231.88,5,fisch1.bmp,1,[-0.22592593 -0.72444444],[ 0.5 -0.4],0.7951305851633914,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,3480.64,10,pferd1.bmp,1,[-0.20740741 -0.01777778],[-0.16666667  0.        ],0.04445061685534076,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,4488.03,6,hammer1.bmp,1,[-0.82962963 -0.86222222],[-0.83333333 -0.8       ],0.06233235403381159,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,4908.36,1,auto1.bmp,1,[-0.86666667 -0.11777778],[0.83333333 0.4       ],1.7771026495845688,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,6289.27,4,elefant1.bmp,1,[-0.52407407 -0.84666667],[-0.16666667 -0.8       ],0.3604411639192481,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1712.18,7,hund1.bmp,1,[-0.06111111  0.38888889],[-0.16666667  0.4       ],0.10613873985857109,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,6159.22,12,reifen1.bmp,1,[-0.47592593  0.01777778],[-0.83333333  0.4       ],0.5232913930404154,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2203.24,14,schlaeger1.bmp,1,[ 0.91666667 -0.89333333],[ 0.83333333 -0.8       ],0.12512216252748962,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1991.14,1,auto1.bmp,2,[0.90740741 0.46888889],[0.83333333 0.4       ],0.10115654928019775,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2368.16,4,elefant1.bmp,2,[-0.13703704 -0.85777778],[-0.16666667 -0.8       ],0.06493216889129215,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,10546.1,9,klammer1.bmp,2,[ 0.15740741 -0.11333333],[0.5 0. ],0.36085194878753063,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2353.19,6,hammer1.bmp,2,[-0.80555556 -0.83333333],[-0.83333333 -0.8       ],0.043390275977259196,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3823.69,5,fisch1.bmp,2,[ 0.14259259 -0.39333333],[ 0.5 -0.4],0.3574695781659315,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,6744.21,2,blume1.bmp,2,[-0.41111111 -0.15111111],[-0.83333333 -0.4       ],0.4901196628891942,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3789.96,12,reifen1.bmp,2,[-0.4962963   0.29555556],[-0.83333333  0.4       ],0.3528492685411347,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,4715.68,11,pinguin1.bmp,2,[ 0.11666667 -0.01333333],[0.16666667 0.        ],0.05174724898753338,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,5126.09,0,apfel1.bmp,2,[ 0.51111111 -0.05333333],[ 0.16666667 -0.4       ],0.4886918794971119,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,3091.49,3,eis1.bmp,2,[0.83888889 0.04      ],[0.83333333 0.        ],0.040383959656413886,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1948.29,7,hund1.bmp,2,[-0.17222222  0.41111111],[-0.16666667  0.4       ],0.012422599874998714,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1565.79,10,pferd1.bmp,2,[-0.05925926 -0.08222222],[-0.16666667  0.        ],0.1352658308411303,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3188.87,13,schale1.bmp,2,[ 0.76296296 -0.12888889],[ 0.16666667 -0.8       ],0.8977524137720102,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3650.44,8,kerze1.bmp,2,[-0.41666667 -0.75111111],[-0.5 -0.4],0.36086487331149786,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1655.01,14,schlaeger1.bmp,2,[ 0.78518519 -0.86444444],[ 0.83333333 -0.8       ],0.08044458086067144,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,2713.24,0,apfel1.bmp,3,[0.78518519 0.09777778],[ 0.16666667 -0.4       ],0.7939445029721698,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3975.36,1,auto1.bmp,3,[0.20740741 0.01555556],[0.83333333 0.4       ],0.7345616349976533,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1398.09,7,hund1.bmp,3,[-0.06481481  0.38666667],[-0.16666667  0.4       ],0.10272087180037635,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,3544.54,8,kerze1.bmp,3,[-0.48333333 -0.40666667],[-0.5 -0.4],0.017950549357115007,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2614.31,11,pinguin1.bmp,3,[ 0.21851852 -0.07333333],[0.16666667 0.        ],0.08981309658532087,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,3920.77,9,klammer1.bmp,3,[0.52777778 0.03333333],[0.5 0. ],0.04339027597725913,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,4537.29,12,reifen1.bmp,3,[-0.44444444 -0.22222222],[-0.83333333  0.4       ],0.7337540880488471,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2426.47,3,eis1.bmp,3,[0.77777778 0.07555556],[0.83333333 0.        ],0.09378199042670754,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,5024.61,13,schale1.bmp,3,[ 0.21481481 -0.44      ],[ 0.16666667 -0.8       ],0.3632055123068702,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,5062.84,4,elefant1.bmp,3,[ 0.53888889 -0.67333333],[-0.16666667 -0.8       ],0.7168354667702715,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,6653.93,5,fisch1.bmp,3,[-0.15740741 -0.04222222],[ 0.5 -0.4],0.7484580399633195,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2092.93,14,schlaeger1.bmp,3,[ 0.69444444 -0.64888889],[ 0.83333333 -0.8       ],0.20524300562509976,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3809.95,2,blume1.bmp,3,[-0.12037037 -0.34666667],[-0.83333333 -0.4       ],0.7149549852972366,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2415.1,6,hammer1.bmp,3,[-0.96296296 -0.75111111],[-0.83333333 -0.8       ],0.1385422835624744,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2764.87,10,pferd1.bmp,3,[-0.23518519 -0.10666667],[-0.16666667  0.        ],0.1267776208869308,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,9420.49,13,schale1.bmp,4,[ 0.3462963  -0.35555556],[ 0.16666667 -0.8       ],0.47937216026633084,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1718.37,10,pferd1.bmp,4,[-0.18518519  0.        ],[-0.16666667  0.        ],0.018518518518518545,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,3143.89,0,apfel1.bmp,4,[ 0.73148148 -0.01777778],[ 0.16666667 -0.4       ],0.6819894443426434,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1552.11,7,hund1.bmp,4,[-0.23333333  0.49111111],[-0.16666667  0.4       ],0.11289676263004914,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2240.25,1,auto1.bmp,4,[0.7462963  0.41555556],[0.83333333 0.4       ],0.08841618135176686,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,6895.52,5,fisch1.bmp,4,[ 0.43888889 -0.47333333],[ 0.5 -0.4],0.09545860714997027,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,5165.38,4,elefant1.bmp,4,[-0.26481481 -0.95777778],[-0.16666667 -0.8       ],0.18581411718544058,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2207.37,8,kerze1.bmp,4,[-0.4        -0.52222222],[-0.5 -0.4],0.1579185600394655,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1868.8,3,eis1.bmp,4,[0.86296296 0.08888889],[0.83333333 0.        ],0.09369711585684086,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2768.28,12,reifen1.bmp,4,[-0.84074074  0.36444444],[-0.83333333  0.4       ],0.03631896495446312,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2487.8,11,pinguin1.bmp,4,[ 0.17962963 -0.02666667],[0.16666667 0.        ],0.029650455643889555,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,2416.04,2,blume1.bmp,4,[-0.4537037 -0.44     ],[-0.83333333 -0.4       ],0.38173113010695076,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1846.48,14,schlaeger1.bmp,4,[ 0.74074074 -0.81333333],[ 0.83333333 -0.8       ],0.09354766689124654,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1748.12,6,hammer1.bmp,4,[-0.92407407 -0.82      ],[-0.83333333 -0.8       ],0.09291868504331252,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1630.81,9,klammer1.bmp,4,[0.4962963  0.02888889],[0.5 0. ],0.029125338150129642,BME306,6.00,00.00,male,English,evening,set-1,1,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
