answer,time_for_answer,image_id,image_displayed,cued_recall_round,mouse_norm_pos,image_norm_pos,euclidean_dist,ID,participant,age,sex,preferred language,time,set,session,version,netstation,experimenter,date,screen,experiment_window,show_tile_numbers,image_pairs,nrows,ncols,sounds_played,ISI,pausetime_after_img1,pausetime_after_img2,
0,8033.63,5,fisch1.bmp,1,[-0.12777778 -0.38      ],[ 0.5 -0.4],0.6280962810522007,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2005.46,1,auto1.bmp,1,[0.86851852 0.40888889],[0.83333333 0.4       ],0.03629062691928564,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,4414.31,4,elefant1.bmp,1,[ 0.19444444 -0.73333333],[-0.16666667 -0.8       ],0.367213397103572,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2034.95,14,schlaeger1.bmp,1,[ 0.70185185 -0.84222222],[ 0.83333333 -0.8       ],0.13809451843555515,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,5899.86,0,apfel1.bmp,1,[ 0.19814815 -0.39777778],[ 0.16666667 -0.4       ],0.03155981539670032,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1881.2,9,klammer1.bmp,1,[ 0.57407407 -0.07111111],[0.5 0. ],0.1026828056365241,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,9292.16,2,blume1.bmp,1,[-0.90185185  0.49777778],[-0.83333333 -0.4       ],0.9003886525559823,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2320.4,8,kerze1.bmp,1,[-0.46666667 -0.39111111],[-0.5 -0.4],0.03449816599168894,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,6857.62,13,schale1.bmp,1,[ 0.47407407 -0.79333333],[ 0.16666667 -0.8       ],0.30747968806636355,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,4753.12,6,hammer1.bmp,1,[-0.76111111 -0.74222222],[-0.83333333 -0.8       ],0.09248957231847457,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,3036.19,7,hund1.bmp,1,[-0.17962963  0.37555556],[-0.16666667  0.4       ],0.027668922512029435,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,1666.03,11,pinguin1.bmp,1,[ 0.18148148 -0.06444444],[0.16666667 0.        ],0.06612537453769426,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2155.59,3,eis1.bmp,1,[0.82222222 0.03777778],[0.83333333 0.        ],0.039377878103709685,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
1,2437.51,10,pferd1.bmp,1,[-0.17222222 -0.00444444],[-0.16666667  0.        ],0.0071145824860365265,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
0,7445.75,12,reifen1.bmp,1,[-0.77592593  0.70444444],[-0.83333333  0.4       ],0.30980966766440066,BME306,6.00,00.00,male,English,morning,set-1,2,adults,ignore,andrea,20260512,[1600  900],"[1080.0, 900]",False,15,5,6,False,3,1,2,
